ISBN,Title,Author,Year,Publisher,synopsis,subjects,genres,language,pages,binding,image_url,overview
1551668483,North Of Clever,Suzann Ledbetter,2001,Mira,"Hannah Garvey and her gang of senior sleuths are back -- just in time to get mixed up in another murder case. The circus has come to Sanity, Missouri, bringing with it magician Reilly Boone, who's claiming to be Hannah's long-lost father. Sheriff David Hendrickson is convinced Reilly and his lady-illusionist wife, AnnaLeigh, are running a scam, until AnnaLeigh catches a real bullet during their act. Now, with Reilly the number-one suspect in her murder, Hannah and the nosy residents of Valhalla Springs can't help but get involved....","Fiction, Humorous, Mystery & Detective, Women Sleuths, Romance, Contemporary","Fiction, Humorous, Mystery & Detective",en,379.0,Mass Market Paperback,https://images.isbndb.com/covers/12420223482740.jpg,
1551668289,Looking For Laura,Judith Arnold,2001,Mira,"Irrepressible widow Sally Driver, owner of a New Age coffee bar and mother of a sassy five-year-old, is trying to get on with her life. While packing up her late husband's clothes, she discovers a stack of letters -- cloying, unbearably flowery love letters -- from someone named Laura. Had Paul been sneaking out on her? She wants answers!<p>Todd Sloane was Paul's best friend, but he doesn't know anything about this letter-writing Laura. When he reads her love notes, he feels even more betrayed than Sally. What kind of guy doesn't tell his closest buddy he's having an affair? Todd wants answers, too!<p>Forging an uneasy alliance, Sally and Todd start looking for Laura -- but somewhere along the way, their passion for those answers turns into an entirely different kind of passion. Suddenly Paul's flaky wife is the sexiest woman Todd's ever seen. And to her surprise, Sally finds Paul's straight-arrow pal simply irresistible. Now what? Do they let go of the past -- or keep searching for answers to questions that may no longer matter?","Fiction, Romance, Contemporary","Fiction, Romance, Contemporary",en,378.0,Mass Market Paperback,https://images.isbndb.com/covers/12418243482740.jpg,
0061014788,Smart Vs. Pretty,Valerie Frankel,2001,Avon,"<p>Out-of-work urban professional Francesca Greenfield has always known that she was the ""smart"" sister.  Amanda was the soft and lovely one who, from the beginning, had always garnered most of the attention -- and all the dates.  Now they've been thrown together in a last-ditch effort to save the family coffeehouse business before it goes permanently down the drain.</p><p>In the chaotic misdt of mad promotional schemes and piranhalike next-door competitors, the sisters Greenfield are going to have to put aside their hard-faught sibling rivalry --  and quick! -- for the family good.</p>","Fiction, Women","Fiction, Women",en,304.0,Mass Market Paperback,https://images.isbndb.com/covers/19437783482209.jpg,
0451526120,The Age of Innocence (Signet Classics (Paperback)),Edith Wharton,1996,Signet Classics,"Edith Wharton (1862-1937) wrote carefully structured fiction that probed the psychological and social elements guiding the behavior of her characters. Her portrayals of upper-class New Yorkers were unrivaled. The Age of Innocence, for which Wharton won the Pulitzer Prize in 1920, is one of her most memorable novels.At the heart of the story are three people whose entangled lives are deeply affected by the tyrannical and rigid requirements of high society. Newland Archer, a restrained young attorney, is engaged to the lovely May Welland but falls in love with May's beautiful and unconventional cousin, Countess Ellen Olenska. Despite his fear of a dull marriage to May, Archer goes through with the ceremony -- persuaded by his own sense of honor, family, and societal pressures. He continues to see Ellen after the marriage, but his dreams of living a passionate life ultimately cease.The novel's lucid and penetrating prose style, vivid characterization, and its rendering of the social history of an era have long made it a favorite with readers and critics alike.","Fiction, Classics, Literary, Family Life, Marriage & Divorce, City Life","Fiction, Classics, Literary",en,313.0,Paperback,https://images.isbndb.com/covers/20626283482348.jpg,
0449215024,Sacred and Profane (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,1997,Fawcett Books,"Los Angeles Police Detective Peter Decker is camping in the foothills <br>above L.A. with two young friends--the sons of Rina Lazarus--when the older boy stumbles on a truly horrifying sight: two charred human skeletons. <br>A forensic dentist determines that the victims were teenage girls. Decker, the father himself of a sixteen-year-old daughter, throws himself emotionally and professionally into the murder case. But the difficult investigation begins to pull him in two opposing directions: one toward a genteel suburban family; the other into the terrifying crack dens of Hollywood Boulevard. . . .","Fiction, Mystery & Detective, Police Procedural, City Life","Fiction, Mystery & Detective, Police Procedural",en,329.0,Paperback,https://images.isbndb.com/covers/25601163482347.jpg,
0425176088,Airport,Arthur Hailey,2000,Berkley Publishing Group,"When a terrifying crisis erupts--stranding a snowbound airport in a blizzard of pressure, passion and peril--the key to life and death rests in the hands of one of four people: a tough troubleshooter, an arrogant pilot, a beautiful stewardess, or a brilliant airport manager. Repackaged for a new generation of readers, this bestseller features a new Foreword by the author.","Fiction, Thrillers, Suspense","Fiction, Thrillers, Suspense",en,533.0,Mass Market Paperback,https://images.isbndb.com/covers/9898043482339.jpg,
0451170113,Night Shift,Stephen King,1994,Signet Book,"<p>From the #1 <i>New York Times</i> bestselling author of <i>Bared to You<br> <br></i>When Evangeline Hollis spent a night of passion with the darkly seductive Alec Cain, she had no idea that she’d be punished for it years later. Branded with the Mark of Cain, Eve was thrust into a life of hunting demons as penance.<br> <br> Living with the Mark—and the two sexy brothers who come with it—was trouble enough. But then Eve ran over Satan’s hellhound during training. Now Satan, incensed at the loss of his pet, has put a bounty on Eve’s head, and every demon in the country wants to be the one to deliver her.<br> <br> Meanwhile, Eve’s formerly insatiable one-night stand is acting distant. Cain says he still wants Eve, and she believes him, but scorching hot sex isn’t enough. Not after knowing what it was like to have more.<br> <br> As Cain’s role in Eve’s life becomes more and more uncertain, Abel doesn’t hesitate to step in.</p>","Fiction, Horror, Mystery & Detective, Short Stories (single author)","Fiction, Horror, Mystery & Detective",en,326.0,Paperback,https://images.isbndb.com/covers/17066263482348.jpg,
0316153915,Chasing the Dime,Michael Connelly,2002,"Little, Brown","When the bones of a 12-year-old boy are found scattered in the Hollywood Hills, Harry Bosch is drawn into a case that brings up the darkest memories from his own haunted past. The bones have been buried for years, but the cold case doesn't deter Bosch. Unearthing hidden stories, he finds the child's identity and reconstructs his fractured life, determined that he not be forgotten. At the same time, a new love affair with a female cop begins to blossom for Bosch--until a stunningly blown mission leaves Bosch in more personal and professional trouble than ever before in his turbulent career. The investigation races to a shocking conclusion, leaving Bosch on the brink of an unimaginable decision.","BOSCH, HARRY (FICTITIOUS CHARACTER)_FICTION, LOS ANGELES (CALIF.)_FICTION, FICTION_MYSTERY & DETECTIVE_POLICE PROCEDURAL","BOSCH, HARRY (FICTITIOUS CHARACTER)_FICTION, LOS ANGELES (CALIF.)_FICTION, FICTION_MYSTERY & DETECTIVE_POLICE PROCEDURAL",en,393.0,Hardcover,https://images.isbndb.com/covers/15022113482300.jpg,
0425155722,The Fool's Run,John Sandford,2004,Berkley Publishing Group,"<b>John Sandford, the #1 <i>New York Times </i>bestselling author of the Prey novels, gives suspense an ingenious twist as he takes readers into the mind games of two irresistible con artists plotting the perfect sting…</b><br><br>Kidd is a computer whiz, artist, and professional criminal. LuEllen is his lover, and his favorite partner in crime. Their playing field in on the cutting edge of high-tech corporate warfare. This time they’ve been hired by a defense industry corporation to destroy its business rival through computer sabotage. If Kidd and LuEllen can pull it off, they’ll reap millions. It’s the sting of a lifetime. One false move and it’s a lifetime sentence. <br><br>As the takedown unfolds, everything goes according to plan. But their string of successes turns into a noose when the ultimate con artists find themselves on the wrong end of the ultimate con.","Fiction, Thrillers, Suspense, Technological, Espionage","Fiction, Thrillers, Suspense",en,352.0,Mass Market Paperback,https://images.isbndb.com/covers/9694403482339.jpg,
0425189031,Portrait in Death,Nora Roberts,2003,Berkley Publishing Group,"<b>In this novel in the #1 <i>New York Times</i> bestselling In Death series, Lieutenant Eve Dallas faces a serial killer who offers his victims eternal youth by taking their life…<br><br></b>After a tip from a reporter, Eve Dallas finds the body of a young woman in a Delancey street dumpster. Just hours before, the news station had mysteriously received a portfolio of professional portraits of the woman. The photos seemed to be nothing out of the ordinary for any pretty young woman starting a modeling career. Except that she wasn't a model. And that these photos were taken after she had been murdered.<br><br>Now Dallas is on the trail of a killer who's a perfectionist and an artist. He carefully observes and records his victim's every move. And he has a mission: to own every beautiful young woman's innocence, to capture her youth and vitality—in one fateful shot...","Fiction, Romance, Suspense, Mystery & Detective, Women Sleuths, Police Procedural","Fiction, Romance, Suspense",en,368.0,Paperback,https://images.isbndb.com/covers/10027493482339.jpg,
